name,nation,abv,country_code
"Tenuta Sant'Antonio, Amarone della Valpolicella 'Selezione Antonio Castegnedi'",Italy,13,ITA
"Tenuta Sant'Antonio, Valpolicella Superiore 'La Bandina'",Italy,13,ITA
"Schloss Johannisberg, Blaulack Eiswein",Germany,8,DEU
"Schloss Johannisberg, Riesling Gelblack",Germany,12,DEU
"Schloss Johannisberg, Grunlack Spatlese ",Germany,12,DEU
"Schloss Johannisberg, Riesling Rosa Goldlack Beerenauslese",Germany,6,DEU
"Schloss Johannisberg, Rosalack Auslese",Germany,9,DEU
"Schloss Johannisberg, Rotlack Kabinett",Germany,10,DEU
"La Poderina, Brunello di Montalcino",Italy,14,ITA
Reserve Louis de Montgerac Medoc,France,12,FRA
"Barton & Guestier, Gold Label Bordeaux Red",France,12,FRA
"Barton & Guestier, Thomas Barton Reserve Bordeaux Rouge",France,13,FRA
"Barton & Guestier, Gold Label Cotes du Rhone",France,13,FRA
"Barton & Guestier, Gold Label Bordeaux White",France,12,FRA
"Barton & Guestier, Gold Label Margaux",France,12,FRA
"Barton & Guestier, Chateau Magnol",France,13,FRA
"Barton & Guestier, Gold Label Medoc",France,12,FRA
"Barton & Guestier, Thomas Barton Medoc",France,13,FRA
"Barton & Guestier, Gold Label Saint Emilion",France,12,FRA
"Barton & Guestier, Thomas Barton Reserve Saint Emilion",France,13,FRA
"Barton & Guestier, Cuvee Special Rouge",France,12,FRA
Piat d'Or Red,France,12,FRA
"Aldo Conterno, Granbussia Barolo Riserva",Italy,15,ITA
"Aldo Conterno, Conca Tre Pile Barbara d'Alba",Italy,15,ITA
"Aldo Conterno, Il Masante Dolcetto Langhe",Italy,14,ITA
"Aldo Conterno, Il Favot Langhe Nebbiolo",Italy,14,ITA
"Aldo Conterno, Quartetto Langhe Rosso",Italy,14,ITA
"Alejandro Fernandez, El Vinculo Crianza",Spain,15,ESP
"Alejandro Fernandez, El Vinculo Reserva",Spain,13,ESP
"Alejandro Fernandez, La Granja",Spain,14,ESP
"Alejandro Fernandez, Haza Crianza",Spain,14,ESP
"Alejandro Fernandez, Pesquera Crianza",Spain,14,ESP
"Alejandro Fernandez, Pesquera Janus Gran Reserva Janus",Spain,14,ESP
"Alejandro Fernandez, Pesquera Reserva",Spain,14,ESP
"Artadi, 'Vinas del Gain'",Spain,13,ESP
Avignonesi Vino Nobile di Montepulciano,Italy,13,ITA
"Avignonesi, 50 & 50",Italy,13,ITA
"Avignonesi, Desiderio",Italy,14,ITA
"Avignonesi, Vino Nobile di Montepulciano Riserva 'Grandi Anate'",Italy,14,ITA
"Avignonesi, Rosso Avignonesi",Italy,12,ITA
"Bodega Castano, Coleccion",Spain,14,ESP
"Bodega Castano, Hecula Monastrell",Spain,14,ESP
"Bodega Castano, Seleccion",Spain,13,ESP
"Bodegas Muga, Muga Reserva",Spain,14,ESP
"Bodegas Muga, Prado Enea Grand Reserva",Spain,14,ESP
Chateau Haut Carmaillet,France,13,FRA
Chateau La Commanderie,France,13,FRA
Kressmann Chateau La Pierriere,France,13,FRA
Chateau Mouton,France,12,FRA
Chateau Sainte Marie,France,13,FRA
Chateau Vital Henry,France,13,FRA
"Mas de Daumas Gassac, Rouge",France,13,FRA
Moulin de Gassac Guilhem Blanc,France,12,FRA
Moulin de Gassac Guilhem Rouge,France,13,FRA
"Delas, Chateauneuf du Pape Blanc",France,14,FRA
"Delas, Chateauneuf du Pape Rouge",France,13,FRA
"Delas, Cote Rotie 'La Landonne'",France,14,FRA
"Delas, Cote Rotie Rouge 'Seigneur de Maugiron'",France,13,FRA
"Delas, Cotes du Rhone Rouge 'Saint Esprit'",France,14,FRA
"Delas, Cotes du Rhone Village Rouge",France,13,FRA
"Delas, Crozes Hermitage  Rouge",France,13,FRA
"Delas, Gigondas Rouge",France,14,FRA
"Delas, Hermitage Rouge 'Les Bessards'",France,13,FRA
"Delas, Hermitage Rouge 'Marquise de la Tourette'",France,13,FRA
"Delas, Vacqueyras Rouge",France,13,FRA
"Deutz, Amour de Deutz",France,13,FRA
"Deutz, Cuvee William Deutz",France,12,FRA
"Deutz, Blanc de Blancs",France,12,FRA
"Deutz, Brut Classic",France,12,FRA
"Deutz, Brut Millesime",France,12,FRA
"Deutz, Brut Rose",France,12,FRA
Domaine de Trevallon Rouge,France,13,FRA
Chateau Lagrezette,France,13,FRA
Moulin Lagrezette,France,13,FRA
"Firriato, Altavilla Bianco",Italy,13,ITA
"Firriato, Altavilla della Corte",Italy,14,ITA
"Firriato, Camelot",Italy,15,ITA
"Firriato, Chiaramonte Rosso",Italy,14,ITA
"Firriato, Harmonium",Italy,15,ITA
"Firriato, Ribecca",Italy,15,ITA
"Firriato, Santagostino Bianco",Italy,14,ITA
"Firriato, Santagostino Rosso",Italy,14,ITA
"Folonari, Bolgheri Campo Al Mare",Italy,14,ITA
"Folonari, Fontestrozzi Chianti",Italy,13,ITA
"Folonari, La Forra Chianti Classico Riserva",Italy,13,ITA
"Folonari, Poggio Reale Chianti Rufina Riserva",Italy,13,ITA
"Folonari, Villa Nozzole Chianti Classico",Italy,13,ITA
"Folonari, Cabreo Il Borgo",Italy,13,ITA
"Folonari, Il Pareto",Italy,13,ITA
"Folonari, Morellino di Scansano",Italy,13,ITA
"Folonari, Orvieto Classico Superiore",Italy,12,ITA
"Folonari, Vermentino Campo Al Mare",Italy,12,ITA
"Jerome Galeyrand, Bourgogne Pinot Noir 'Antonin'",France,13,FRA
"Jerome Galeyrand, Cote de Nuits Villages En Vignois",France,13,FRA
"Jerome Galeyrand, Gevrey Chambertin",France,13,FRA
"Jerome Galeyrand, Gevrey Chambertin Billard",France,13,FRA
"Kressmann, Grande Reserve Bordeaux Rouge",France,13,FRA
"Kressmann, Grande Reserve Bordeaux Sec",France,12,FRA
Kressmann Monopole Blanc,France,12,FRA
"Kressmann, Monopole Rouge",France,12,FRA
"Kressmann, Grande Reserve Margaux",France,12,FRA
"Kressmann, Grande Reserve Medoc",France,12,FRA
"Kressmann, Grande Reserve Sauternes",France,13,FRA
"La Galesia, Moscato d'Asti",Italy,5,ITA
Lagrave Martillac Rouge,France,12,FRA
"Luciano Sandrone, Dolcetto d'Alba",Italy,13,ITA
"Luciano Sandrone, Barbera d'Alba",Italy,13,ITA
"Luciano Sandrone, Pe Mol",Italy,13,ITA
"Luciano Sandrone, Nebbiolo d'Alba 'Valmaggiore'",Italy,13,ITA
"Maculan, Brentino",Italy,13,ITA
"Maculan, Fratta",Italy,14,ITA
"Maculan, Palazotto",Italy,14,ITA
"Maculan, Speaia",Italy,12,ITA
"Laroche, Chablis 1er Cru Les Vaudevey",France,12,FRA
"Laroche, Chablis Grand Cru Les Blanchots",France,12,FRA
"Laroche, Chablis Reserve de L'Obedience Grand Cru",France,12,FRA
"Laroche, Chablis Saint Martin",France,12,FRA
"Laroche, La Croix Chevaliere",France,14,FRA
"Laroche, Mas la Chevaliere Red",France,14,FRA
"Laroche, Cabernet Sauvignon",France,13,FRA
"Laroche, Chardonnay",France,13,FRA
"Laroche, Merlot",France,13,FRA
"Laroche, Merlot Grenache",France,13,FRA
"Mas la Chevalier Laroche, Syrah",France,13,FRA
"Nicolas Rossignol, Aloxe Corton",France,13,FRA
Pavillon des Connetables,France,13,FRA
"Tenimenti Angelini, San Leonino Chianti Classico",Italy,13,ITA
"Tenimenti Angelini, Val di Suga Brunello di Montalcino",Italy,14,ITA
"Tenimenti Angelini, Val di Suga Rosso di Montalcino",Italy,13,ITA
"Tenimenti Angelini, Simposio Vino Nobile di Montepulcino",Italy,14,ITA
"Tenimenti Angelini, Tuttobene Rosso",Italy,13,ITA
"Umani Ronchi, Casal di Serra",Italy,13,ITA
"Umani Ronchi, Costamorro",Italy,14,ITA
"Umani Ronchi, Cumaro Riserva",Italy,13,ITA
"Umani Ronchi, Jorio",Italy,14,ITA
"Umani Ronchi, Le Busche",Italy,13,ITA
"Umani Ronchi, Medoro",Italy,12,ITA
"Umani Ronchi, Pelago",Italy,13,ITA
"Umani Ronchi, San Lorenzo",Italy,13,ITA
"Umani Ronchi, Serrano",Italy,13,ITA
"Vallebelbo, Asti Spumante",Italy,7,ITA
"Vallebelbo, Moscato d'Asti",Italy,5,ITA
"Vallebelbo, Duegradi",Italy,2,ITA
"Vallebelbo, Moscato Spumante",Italy,6,ITA
Vallebelbo Vermiglio Spumante,Italy,6,ITA
"Gini, Soave Classico",Italy,12,ITA
Gini Soave Classico Superiore Contrada Salvarenza,Italy,13,ITA
Gini Maciete Fume,Italy,13,ITA
"Albino Rocca, Barbera d'Alba 'Gepin'",Italy,14,ITA
"Albino Rocca, Dolcetto d'Alba 'Vignalunga'",Italy,12,ITA
"Albino Rocca, Barbaresco",Italy,14,ITA
"Albino Rocca, Barbaresco Ronchi",Italy,14,ITA
"Albino Rocca, Rosso di Rocca",Italy,13,ITA
Baron Simon Red,Spain,12,ESP
Baron Simon White,Spain,11,ESP
"Baroncini, Macereto",Italy,12,ITA
"Baroncini, Rosaspina",Italy,11,ITA
"Capannelle, 50 & 50",Italy,13,ITA
"Capannelle, Solare",Italy,13,ITA
"Giuseppe Campagnola, Valpolicella Classico",Italy,12,ITA
"Capezzana, Barco Reale di Carmignano",Italy,13,ITA
"Capezzana, Capitus",Italy,13,ITA
"Capezzana, Carmignano Villa di Capezzana",Italy,14,ITA
"Capezzana, Ghiaie della Furba",Italy,14,ITA
"Casa Girelli, Syrah di Sicilia",Italy,13,ITA
"Casaloste, Chianti Classico Riserva 'Don Vincenzo'",Italy,13,ITA
"Casanova di Neri, Brunello di Montalcino",Italy,14,ITA
"Casanova di Neri, Brunello di Montalcino Cerretalto",Italy,14,ITA
"Casanova di Neri, Brunello di Montalcino Tenuta Nuova",Italy,14,ITA
"Casanova di Neri, Rosso di Montalcino",Italy,14,ITA
"Chigi Saracini, Villa Chigi Chianti",Italy,13,ITA
"Chigi Saracini, Poggiassai",Italy,13,ITA
Daniel Bessiere Reserve Bianco,France,11,FRA
Daniel Bessiere Reserve Rouge,France,11,FRA
"Dei, Rosso di Montepulciano",Italy,12,ITA
"Dei, Vino Nobile di Montepulciano Reserva Bossona",Italy,13,ITA
"Dei, Santa Catharina",Italy,14,ITA
"Domaine Remizieres, Crozes Hermitage  'Cuvee Christoph'",France,13,FRA
"Domaine Remizieres, Hermitage Cuvee Emilie",France,14,FRA
"Domaine du Pegau, Cote du Rhone Villages Seguret",France,13,FRA
"Domenico Clerico, Barolo Pajana",Italy,14,ITA
"Domenico Clerico, Arte Langhe",Italy,13,ITA
"Elio Altare, Barolo La Morra",Italy,14,ITA
"Elio Altare, L'Insieme",Italy,14,ITA
"Elio Altare, Dolcetto d'Alba",Italy,13,ITA
"Elio Altare, Langhe Larigi",Italy,14,ITA
"Enrico Santini, Montepergoli",Italy,13,ITA
"Enrico Santini, Poggio Al Moro Bolgheri",Italy,11,ITA
F.LLI.Bera Asti Spumante,Italy,5,ITA
F.LLI. Bera Moscato d'Asti Su Reimond,Italy,5,ITA
"Fattoria dei Barbi, Brunello di Montalcino Blue Label",Italy,14,ITA
"Gianni Masciarelli, Montepulciano d'Abruzzo",Italy,13,ITA
"Gianni Masciarelli, Villa Gemma Montepulciano d'Abruzzo",Italy,14,ITA
Eliseo Rosso Bordolese,Italy,13,ITA
Federico Primo,Italy,13,ITA
Gualdo del Re,Italy,13,ITA
Gualdo del Re l'Rennero,Italy,13,ITA
"Gunderloch, Diva Riesling Spatlese",Germany,10,DEU
"Gunderloch, Riesling Eiswein",Germany,7,DEU
"Gunderloch, Riesling Qualitswein",Germany,11,DEU
"Gunderloch, Nackenheimer Rothenberg Riesling Auslese",Germany,8,DEU
"Gunderloch, Nackenheimer Rothenberg Riesling Spatlese",Germany,8,DEU
Il Molino di Grace Chianti Classico Riserva,Italy,13,ITA
Il Molino di Grace Gratius,Italy,13,ITA
Il Molino di Grace Il Volano,Italy,12,ITA
"Jermann, Pignacolusse",Italy,13,ITA
"Brancaia, Chianti Classico",Italy,13,ITA
"Brancaia, Il Blu",Italy,13,ITA
"Brancaia, Ilatraia",Italy,14,ITA
"Brancaia, Tre",Italy,13,ITA
La Chiara Gavi del Commune di Gavi,Italy,13,ITA
La Rampa di Fugnano Gisele,Italy,14,ITA
"Lamura, Grillo",Italy,12,ITA
"Lamura, Nero d'Abola",Italy,12,ITA
Chateau Fontarney,France,13,FRA
Chateau Montgrand Milon,France,13,FRA
Chateau Lesparre,France,12,FRA
Marchesi Torrigiani Torre di Ciardo,Italy,13,ITA
Saetta,Italy,13,ITA
Monte Bernardi Tzingana,Italy,13,ITA
Mormoraia Mytilus,Italy,13,ITA
Mormoraia Neitea,Italy,13,ITA
"Paolo Scavino, Rosso Vino da Tavola",Italy,13,ITA
"Paolo Scavino, Dolcetto d'Alba",Italy,13,ITA
"Piaggia, Carmignano Riserva",Italy,14,ITA
"Piaggia, Il Sasso",Italy,14,ITA
Poggio al Sole Seraselva,Italy,14,ITA
Poggio Al Sole Tramonto D'oca,Italy,13,ITA
"Salcheto, Chianti Colli Senesi",Italy,12,ITA
"Salcheto, Rosso di Montepulciano",Italy,13,ITA
"Salcheto, Salco",Italy,12,ITA
"Salcheto, Vino Nobile di Montepulciano",Italy,13,ITA
"San Fabiano Calcinaia, Chianti Classico Riserva 'Cellole'",Italy,13,ITA
"San Fabiano Calcinaia, Chianti Classico",Italy,13,ITA
"San Fabiano Calcinaia, Casa Boschino",Italy,13,ITA
"San Fabiano Calcinaia, Cerviolo",Italy,14,ITA
"Santa Anastasia, Baccante Bianco",Italy,14,ITA
"Santa Anastasia, Bianco di Passomaggio",Italy,13,ITA
"Santa Anastasia, Contempo Nero d'Avola",Italy,14,ITA
"Santa Anastasia, Inzolia Bianco",Italy,13,ITA
"Santa Anastasia, Rosso di Passomaggio",Italy,13,ITA
"Selvapiana, Chianti Rufina Bucherchiale Riserva",Italy,13,ITA
"Selvapiana, Chianti Rufina",Italy,13,ITA
Symphonie Bordeaux Blanc Moelleux,France,12,FRA
Symphonie Bordeaux Rouge,France,13,FRA
Lichine Premier Medoc,France,13,FRA
Lichine Premier Saint Emilion,France,13,FRA
Chateau La Croix de Pez,France,12,FRA
"Tosti, Asti Dolce",Italy,7,ITA
"Tosti, Brachetto d'Acqui",Italy,6,ITA
Cotes Rocheuses Saint Emilion Grand Cru,France,12,FRA
Chateau Yon,France,12,FRA
"Venegazzu, Prosecco Brut",Italy,11,ITA
"Vietti, Barbera d'Asti 'La Crena'",Italy,13,ITA
"Vietti, Barolo Lazzarito",Italy,14,ITA
"Fattoria dei Barbi, Brusco dei Barbi",Italy,13,ITA
"Giuseppe Campagnola, Valpolicella Classico Superiore",Italy,12,ITA
"Dr.Loosen, Riesling",Germany,8,DEU
"Dr.Loosen, Riesling Auslese Goldkapsel",Germany,7,DEU
"Dr.Loosen, Riesling Kabinett",Germany,8,DEU
"Dr.Loosen, Riesling Spatlese",Germany,7,DEU
"Gosset, Celebris Extra Brut",France,12,FRA
"Gosset, Grand Rose Brut",France,12,FRA
Chateau Maurac,France,13,FRA
Michel Lynch Red Merlot,France,12,FRA
"Michel Lynch, Grave Reserve White",France,12,FRA
"Michel Lynch, Bordeaux Sauvignon Blanc",France,12,FRA
Chateau Villa Bel Air Red,France,13,FRA
Chateau Villa Bel Air Blanc,France,12,FRA
Montecastro,Spain,14,ESP
"Vidal Fleury, Chateauneuf-du-Pape",France,13,FRA
"Vidal Fleury, Cote Rotie",France,13,FRA
"Vidal Fleury, Cotes du Rhone",France,13,FRA
"Vidal Fleury, Crozes-Hermitage Rouge",France,12,FRA
"Vidal Fleury, Gigondas",France,13,FRA
"Vidal Fleury, Hermitage",France,13,FRA
"Andriano, Moscato Giallo",Italy,12,ITA
"Andriano, Sauvignon Terland",Italy,13,ITA
"Argiano, Brunello di Montalcino",Italy,14,ITA
"Argiano, Suolo",Italy,14,ITA
"Fattoria di Basciano, Chianti Rufina",Italy,13,ITA
"Renzo Masi, Erta e China",Italy,13,ITA
Fattoria di Basciano. I Pini,Italy,13,ITA
"Renzo Masi, Vergine Valdichiano",Italy,12,ITA
"Bruno Rocca, Dolcetto d'Alba Trifole",Italy,13,ITA
"Cantele, Salice Salentino Riserva",Italy,13,ITA
"Cantele, Amativo",Italy,14,ITA
"Cantina Vermentino, Vigne del Portale Brut",Italy,11,ITA
"Caprili, Brunello di Montalcino Riserva",Italy,14,ITA
"Casa alle Vacche, Chianti Colli Senesi Cinabro",Italy,14,ITA
"Casa di Terra, Lenaia Bianco",Italy,14,ITA
"Casa di Terra, Lenaia Rosso",Italy,13,ITA
"Castellani, Campomaggio",Italy,13,ITA
"Castello del Terriccio, Con Vento",Italy,13,ITA
"Castello di Monsanto, Chianti Classico Riserva 'Il Poggio'",Italy,13,ITA
"Castello di Monsanto, Chianti Classico Riserva",Italy,13,ITA
"Castello di Monsanto, Nemo Cabernet Sauvignon",Italy,13,ITA
"Castello di Monsanto, Sangiovese Fabrizio Bianchi",Italy,14,ITA
"Cennatoio Alessi, Archibaldo",Italy,13,ITA
"Cennatoio, Alessi Innominato",Italy,12,ITA
"Cerbaiona, Brunello di Montalcino",Italy,14,ITA
"Cerbaiona, Barbaresco",Italy,14,ITA
"Cerbaiona, Barolo Bricco Rocche",Italy,14,ITA
"Cerbaiona, Barolo Bricco Rocche Brunate",Italy,14,ITA
"Ceretto, Monsordo Langhe Rosso",Italy,14,ITA
Vino nobile di Montepulciano,Italy,13,ITA
"Vincenzo Cesani, Luenzo",Italy,14,ITA
"Ciacci Piccolomini d'Aragona, Montecucco",Italy,13,ITA
"Ciacci Piccolomini d'Aragona, Montecucco Sangiovese",Italy,14,ITA
"Ciacci, Brunello di Montalcino",Italy,13,ITA
"Donatella Cinelli Colombini, Brunello di Montalcino Prime Donna",Italy,14,ITA
"Donatella Cinelli Colombini, Orcia Cenerentola",Italy,14,ITA
"Conterno Fantino, Barbera d'Alba Vignota",Italy,14,ITA
"Conterno Fantino, Barolo",Italy,14,ITA
"Conterno Fantino, Barolo Parussi",Italy,14,ITA
"Conterno Fantino, Langhe Chardonnay Bastia",Italy,13,ITA
"Conterno Fantino, Monpra",Italy,14,ITA
"Damilano, Barolo Cannubi",Italy,14,ITA
"Damilano, Barolo Liste",Italy,14,ITA
"Elio Grasso, Barolo Ginestra Vigna Casa Mate",Italy,15,ITA
"Elio Grasso, Barolo 'Gavarini Chiniera'",Italy,14,ITA
"Elio Grasso, Barolo Runcot",Italy,14,ITA
Degani Amarone della Valpolicella Classico 'La Rosta',Italy,15,ITA
"Falesco, Montiano",Italy,14,ITA
"Falesco, Tellus Syrah",Italy,13,ITA
"Falesco, Est Est Est",Italy,13,ITA
Fanti San Filippo Brunello di Montalcino,Italy,14,ITA
"Collazzi, Chianti Classico I Bastioni",Italy,14,ITA
Collazzi,Italy,14,ITA
"Gianfranco Alessandria, Barolo San Giovanni",Italy,13,ITA
"Guicciardini Strozzi, 994 Millanni",Italy,13,ITA
"Guicciardini Strozzi, Sodole",Italy,13,ITA
I Giusti e Zanza Nemorino,Italy,14,ITA
I Giusti e Zanza Belcore,Italy,14,ITA
"Inama, Sauvignon Vulcaia Fume",Italy,14,ITA
La Palazzetta Brunello di Montalcino,Italy,14,ITA
"La Palazzetta, Brunello di Montalcino Riserva",Italy,14,ITA
"La Roccaccia, Sovana",Italy,13,ITA
"La Spinetta, Barbera d'Alba Gallina",Italy,14,ITA
"La Spinetta, Barbera d'Asti Ca Di Pian",Italy,14,ITA
"La Spinetta, Barbera d'Asti Superiore Bionzo",Italy,14,ITA
"La Spinetta, Barbera d'Asti Superiore",Italy,14,ITA
"La Spinetta, Barbaresco Starderi",Italy,14,ITA
"La Spinetta, Barbaresco Gallina",Italy,14,ITA
"La Spinetta, Barbaresco Valeirano",Italy,14,ITA
"La Spinetta, Barolo Campe",Italy,14,ITA
"La Spinetta, Langhe Nebbiolo",Italy,14,ITA
"La Spinetta, Pin",Italy,14,ITA
"La Spinetta, IL Nero di Casanova",Italy,13,ITA
"La Spinetta, Sassontino",Italy,14,ITA
"La Spinetta, Sezzana",Italy,14,ITA
"La Valentina, Montepulciano d'Abruzzo Binomio",Italy,15,ITA
"La Valentina, Montepulciano d'Abruzzo",Italy,13,ITA
"Le Fonti, Chianti Classico",Italy,13,ITA
"Le Macchiole, Messorio",Italy,14,ITA
"Le Macchiole, Scrio",Italy,13,ITA
"Mastroberardino, Pompeiano Avalon Rosso",Italy,13,ITA
"Mastroberardino, Naturalis Historia",Italy,14,ITA
"Mastrojanni, Brunello di Montalcino",Italy,13,ITA
"Mastrojanni, Brunello di Montalcino Schiena d'Asino",Italy,13,ITA
"Mezzacorona, Chardonnay 'Coveli'",Italy,13,ITA
"Montevetrano, Colli di Salerno",Italy,13,ITA
"Moris Farms, Avvoltore",Italy,14,ITA
"Moris Farms, Monteregio di Massa Marittima",Italy,14,ITA
"Moris Farms, Morellino di Scansano",Italy,13,ITA
"Musso, Barbaresco Pora",Italy,13,ITA
"Musso, Barbaresco Rio Sordo",Italy,13,ITA
"Nino Negri, Valtellina Sfursat 5 Stelle",Italy,15,ITA
"Nino Negri, Valtellina Sfursat",Italy,15,ITA
"Oddero, Barolo Vigna Rionda",Italy,14,ITA
"Oddero, Langhe Bianco Collaretto",Italy,13,ITA
"Parusso, Dolcetto d'Alba Piani Noce",Italy,12,ITA
"Parusso, Barolo Bussia",Italy,14,ITA
"Parusso, Langhe Bianco Bricco Rovella",Italy,14,ITA
"Poggio Piano, Chianti Classico",Italy,14,ITA
"Poggio Verrano, Dromos",Italy,14,ITA
"Poliziano, Mandrone di Lohsa",Italy,13,ITA
"Poliziano, Vino Nobile di Montepulciano",Italy,13,ITA
"Poliziano, Le Stanze",Italy,14,ITA
"Pratesi, Locorosso",Italy,13,ITA
"Produttori del Barbaresco, Barbaresco",Italy,14,ITA
"Produttori del Barbaresco, Barbaresco Riserva Ovello",Italy,14,ITA
"Produttori del Barbaresco, Barbaresco Riserva Pora",Italy,14,ITA
"Produttori del Barbaresco, Barbaresco Riserva Rio Sordo",Italy,14,ITA
"Riecine, La Gioia",Italy,14,ITA
"Rivetto, Nebbiolo d'Alba 'Lirano'",Italy,14,ITA
"Rivetto, Barolo Leon",Italy,14,ITA
"Roberto Voerzio, Barbera d'Alba Il Cerreto",Italy,13,ITA
"Roberto Voerzio, Barbera d'Alba Pozzo",Italy,14,ITA
"Roberto Voerzio, Dolcetto d'Alba Priavino",Italy,13,ITA
"Roberto Voerzio, Barolo Rocche dell'Annunziata Torriglione",Italy,14,ITA
"Roberto Voerzio, Barolo Sarmassa",Italy,14,ITA
"Roberto Voerzio, Langhe Nebbiolo",Italy,14,ITA
"Roberto Voerzio, Langhe Da Uva Merlot Fontanazza",Italy,14,ITA
"San Giusto a Rentennano, Chianti Classico",Italy,14,ITA
"San Giusto a Rentennano, La Ricolma",Italy,14,ITA
"San Giusto a Rentennano, Percarlo",Italy,14,ITA
"San Giusto a Rentennano, Vin Sangiusto",Italy,9,ITA
San Michele Allodio,Italy,13,ITA
"San Vincenti, Stignano",Italy,14,ITA
"Santero, Asti Spumante",Italy,7,ITA
"Santero, Asti Spumante Carved",Italy,7,ITA
Villa Jolanda Moscato d'Asti,Italy,5,ITA
"Santero, Brachetto d'Acqui",Italy,7,ITA
"Santero, Cabernet Hand",Italy,12,ITA
"Santero, Chardonnay Hand",Italy,12,ITA
"Santero, Spumante Brut Metodo",Italy,12,ITA
"Scrimaglio, Barbera d'Asti Alfa Romeo",Italy,13,ITA
"Scrimaglio, Spumante Fiat",Italy,11,ITA
"Sette Ponti, Vigna di Pallino Chianti Riserva",Italy,13,ITA
Tenuta di Trinoro,Italy,14,ITA
Tenuta la Marchesa Gavi,Italy,12,ITA
"Tenuta Monteti, Monteti",Italy,14,ITA
"Tenute Burchino, Chianti Superiore",Italy,12,ITA
"Terre di Sillabo, Sauvignon Gana",Italy,14,ITA
"Terre di Sillabo, Chardonnay",Italy,14,ITA
"Terre di Sillabo, Sauvignon",Italy,13,ITA
"Terredora, Aglianico",Italy,13,ITA
"Terredora, Falanghina Irpinia",Italy,13,ITA
"Terredora, Lacryma Christi del Vesuvio Bianco",Italy,13,ITA
"Terredora, Taurasi Campore Riserva",Italy,13,ITA
"Terredora, Taurasi Fatica Contatina",Italy,13,ITA
"Valdicava, Brunello di Montalcino",Italy,14,ITA
"Valdicava, Rosso di Montalcino",Italy,14,ITA
Massolino Barolo,Italy,13,ITA
Massolino Barolo Parafada,Italy,13,ITA
Massolino Barolo Vigna Rionda Riserva,Italy,13,ITA
Massolino Langhe Chardonnay,Italy,13,ITA
"Villa Cerna, Chianti Classico Riserva",Italy,13,ITA
"Villa Cerna, Chianti Classico",Italy,13,ITA
"Colognole, Chianti Rufina",Italy,13,ITA
"Colognole, Chianti Rufina Riserva del Don",Italy,13,ITA
"Villa Pillo, Borgoforte",Italy,13,ITA
"Villa Pillo, Syrah",Italy,14,ITA
Villa Sparina Gavi di Gavi,Italy,12,ITA
"Vincenzo Bossoti, Cisterna d'Asti Superiore",Italy,14,ITA
"Vincenzo Bossoti, Chardonnay",Italy,13,ITA
"Fattoria Viticcio, Prunaio",Italy,13,ITA
"Brigaldara, Valpolicella Classico",Italy,12,ITA
"Fontodi, Chianti Classico",Italy,13,ITA
"Fontodi, Vigna del Sorbo Chianti Classico Reserva",Italy,14,ITA
"Toso, Asti Spumante",Italy,7,ITA
"Toso, Moscato d'Asti",Italy,5,ITA
"Fontodi, Case Via Pinot Nero",Italy,13,ITA
"Fontodi, Case Via Syrah",Italy,14,ITA
Chateau Paveil de Luze,France,13,FRA
Cafe de Paris Brut,France,11,FRA
Chateau de Rayne Vigneau,France,13,FRA
Chateau Grand Corbin Despagne,France,12,FRA
Chateau La Pointe,France,12,FRA
Les Pelerins de Lafon Rochet,France,14,FRA
Chateau Valrose,France,13,FRA
"Duval Leroy, Collection 'Paris' Brut",France,12,FRA
