web-scraper-order,web-scraper-start-url,name_raw,price_raw,country_raw,quantity_raw,value_raw
"1734709798-461","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709798-462","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709798-463","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709798-464","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709803-465","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709803-466","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709803-467","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709803-468","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709803-469","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709803-470","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709803-471","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709803-472","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709803-473","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709803-474","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709803-475","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709803-476","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709803-477","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709803-478","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709803-479","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709803-480","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709803-481","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709803-482","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709803-483","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709803-484","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709803-485","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709803-486","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709803-487","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709803-488","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709803-489","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709803-490","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709803-491","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709803-492","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709803-493","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=4","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709807-494","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709807-495","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709807-496","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709807-497","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709807-498","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709807-499","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709807-500","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709807-501","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709807-502","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709807-503","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709807-504","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709807-505","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709807-506","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709807-507","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709807-508","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709807-509","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709807-510","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709807-511","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709807-512","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709807-513","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709807-514","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709807-515","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709807-516","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709807-517","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709807-518","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709807-519","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709807-520","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709807-521","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709807-522","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=3","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709812-523","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709812-524","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709812-525","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709812-526","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709812-527","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709812-528","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709812-529","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709812-530","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709812-531","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709812-532","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709812-533","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709812-534","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709812-535","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709812-536","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709812-537","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709812-538","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709812-539","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709812-540","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709812-541","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709812-542","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709812-543","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709812-544","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709812-545","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709812-546","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709812-547","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709812-548","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709812-549","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709812-550","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709812-551","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=2","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709816-552","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709816-553","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709816-554","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709816-555","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709816-556","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709816-557","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709816-558","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709816-559","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709816-560","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709816-561","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709816-562","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709816-563","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709816-564","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709816-565","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709816-566","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709816-567","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709816-568","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709816-569","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709816-570","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709816-571","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709816-572","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709816-573","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709816-574","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709816-575","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709816-576","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709816-577","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709816-578","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709816-579","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709816-580","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=1","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
